scorer_short_name,nationality_name,total_game_changing_goals,avg_elo_improvement,fc26_overall_rating
Samir Said,,1,No Elo Data,
Samir Sultan Al Fahad,,1,No Elo Data,
Sammy Morgan,,3,No Elo Data,
Sammy Onyango,,1,No Elo Data,
Samson Siasia,,1,No Elo Data,
Samuel Barlay,,1,No Elo Data,
Samuel Caballero,,4,No Elo Data,
Samuel Chukwueze,,1,No Elo Data,
Samuel Eto'o,,15,No Elo Data,
Samuel Garcia,,1,No Elo Data,
Samuel Johnson,,1,No Elo Data,
Samuel Kuffour,,1,No Elo Data,
Samuel Umtiti,,2,No Elo Data,
Sanad Al Warfali,,1,No Elo Data,
Sander Berge,,1,No Elo Data,
Sander Puri,,1,No Elo Data,
Sandi Lovrić,Slovenia,4,No Elo Data,75.0
Sandile Hlatjwako,,1,No Elo Data,
Sandro Mazzola,,8,No Elo Data,
Sandro Tonali,Italy,3,No Elo Data,86.0
Sandro Wagner,,1,No Elo Data,
Sandro Wolfinger,,1,No Elo Data,
Sandy Kaposa,,1,No Elo Data,
Sanel Jahić,,1,No Elo Data,
Sanjar Kodirkulov,,1,No Elo Data,
Sanjeeb Bista,,1,No Elo Data,
Santana Vander Kross,,1,No Elo Data,
Santi Cazorla,Spain,1,49.0,75.0
Santiago Giménez,,1,No Elo Data,
Santiago Ostolaza,,2,No Elo Data,
Santillana,,4,No Elo Data,
Santino Quaranta,,1,No Elo Data,
Santos Cabrera,,1,No Elo Data,
Santos Iriarte,,1,No Elo Data,
Santos Ortiz,,1,No Elo Data,
Sanzhar Tursunov,,3,No Elo Data,
Saphir Sliti Taïder,,2,No Elo Data,
Sarayoot Chaikamdee,,4,No Elo Data,
Sardar Azmoun,,18,No Elo Data,
Sardor Rashidov,,1,No Elo Data,
Sargis Adamyan,Armenia,1,No Elo Data,67.0
Sarman Panggabean,,1,No Elo Data,
Sath Rosib,,1,No Elo Data,
Saturnino Arrúa,,2,No Elo Data,
Saud Jassem,,1,No Elo Data,
Saud Khariri,,1,No Elo Data,
Saulius Mikoliūnas,,2,No Elo Data,
Savo Milošević,,12,No Elo Data,
Saydrel Lewis,,1,No Elo Data,
Sayed Abdel Razek,,2,No Elo Data,
Sayed Ali Bechir,,1,No Elo Data,
Sayed Baqer,,1,No Elo Data,
Sayed Dhiya Saeed,,2,No Elo Data,
Sayed Jaafar Ahmed,,1,No Elo Data,
Sayed Mahmood Jalal,,1,No Elo Data,
Sayed Mohamed Adnan,,1,No Elo Data,
Saïd Chiba,,2,No Elo Data,
Saïd Makasi,,2,No Elo Data,
Saïdou Panandétiguiri,,2,No Elo Data,
Saúl Coco,Equatorial Guinea,4,No Elo Data,76.0
Saúl Ñíguez,,2,No Elo Data,
Saša Ilić,,1,No Elo Data,
Saša Kalajdžić,Austria,1,9.0,74.0
Sašo Miloševski,,1,No Elo Data,
Sašo Udovič,,2,No Elo Data,
Scott Booth,,1,No Elo Data,
Scott Brown,,1,No Elo Data,
Scott Chipperfield,Switzerland,3,-30.0,63.0
Scott Kennedy,,1,No Elo Data,
Scott McTominay,,6,No Elo Data,
Scott Wiseman,,1,No Elo Data,
Sead Kolašinac,Bosnia and Herzegovina,1,-73.0,79.0
Sean St Ledger,,1,No Elo Data,
Sebastian Andersson,,1,No Elo Data,
Sebastian Berhalter,United States,1,-26.0,67.0
Sebastian Broderick Imasuen,,1,No Elo Data,
Sebastian Deisler,,1,No Elo Data,
Sebastian Giovinco,,1,No Elo Data,
Sebastian Larsson,,2,No Elo Data,
Sebastian Lletget,,1,No Elo Data,
Sebastian Nanasi,Sweden,1,53.0,76.0
Sebastian Prödl,,1,No Elo Data,
Sebastian Rudy,,1,No Elo Data,
Sebastian Szymański,Poland,3,No Elo Data,78.0
Sebastián Abreu,,3,No Elo Data,
Sebastián Córdova,,1,No Elo Data,
Sebastián Eguren,,1,No Elo Data,
Sebastián Rambert,,1,No Elo Data,
Sebastián Soria,,7,No Elo Data,
Sebastião Gilberto,,1,No Elo Data,
Sebastjan Cimirotič,,2,No Elo Data,
Sedat Özden,,2,No Elo Data,
Sefedin Braho,,1,No Elo Data,
Segin Wayewol,,1,No Elo Data,
Segun Odegbami,,2,No Elo Data,
Segundo Castillo,,2,No Elo Data,
Segundo Luna,,1,No Elo Data,
Seif Teiri,,2,No Elo Data,
Seifeddine Jaziri,,1,No Elo Data,
Seiichiro Maki,,1,No Elo Data,
Seiminlen Doungel,India,1,No Elo Data,55.0
Sejad Salihović,,2,No Elo Data,
Seko Fofana,,2,No Elo Data,
Sekou Cissé,,1,No Elo Data,
Seksan Piturat,,4,No Elo Data,
Sele Leboela,,1,No Elo Data,
Selemani Mwalimu,,1,No Elo Data,
Selemani Ndikumana,,2,No Elo Data,
Selim Amallah,Morocco,2,92.5,72.0
Sellam Riahi,,1,No Elo Data,
Selçuk Yula,,1,No Elo Data,
Selçuk İnan,,3,No Elo Data,
Semi Ajayi,,1,No Elo Data,
Semih Şentürk,,3,No Elo Data,
Senad Lulić,,1,No Elo Data,
Senijad Ibričić,,2,No Elo Data,
Seninho,,1,No Elo Data,
Seo Jung-won,,3,No Elo Data,
Seol Ki-hyeon,,2,No Elo Data,
Serdar Annaorazow,,1,No Elo Data,
Serdar Aziz,,1,No Elo Data,
Serdar Dursun,Turkey,1,-26.0,69.0
Serdaraly Ataýew,,1,No Elo Data,
Serey Dié,,1,No Elo Data,
Serge Gnabry,,6,No Elo Data,
Serge Trinchero,,1,No Elo Data,
Sergei Aleinikov,,1,No Elo Data,
Sergei Gurenko,,2,No Elo Data,
Sergei Hohlov-Simson,,2,No Elo Data,
Sergei Ignashevich,,4,No Elo Data,
Sergei Khizhnichenko,,3,No Elo Data,
Sergei Kiriakov,,4,No Elo Data,
Sergei Kornilenko,,5,No Elo Data,
Sergei Omelyanchuk,,1,No Elo Data,
Sergei Ostapenko,,3,No Elo Data,
Sergei Pavlovich Baltacha,,1,No Elo Data,
Sergei Semak,,2,No Elo Data,
Sergei Terehhov,,2,No Elo Data,
Sergei Yuran,,2,No Elo Data,
Sergei Zamorski,,1,No Elo Data,
Sergei Zenjov,,3,No Elo Data,
Sergej Barbarez,,6,No Elo Data,
Sergej Milinković-Savić,Serbia,2,No Elo Data,84.0
Sergen Yalçın,,1,No Elo Data,
Sergey Andreyev,,2,No Elo Data,
Sergey Chikishev,,1,No Elo Data,
Sergey Gridin,,1,No Elo Data,
Sergey Kutsov,,2,No Elo Data,
Sergey Lebedev,,1,No Elo Data,
Serghei Belous,,1,No Elo Data,
Serghei Cleșcenco,,2,No Elo Data,
Serghei Dadu,,2,No Elo Data,
Serghei Rogaciov,,1,No Elo Data,
Serghei Stroenco,,1,No Elo Data,
Sergio Agüero,,9,No Elo Data,
Sergio Ahumada,,1,No Elo Data,
Sergio Angulo,,1,No Elo Data,
Sergio Barila,,1,No Elo Data,
Sergio Berti,,1,No Elo Data,
Sergio Cervato,,1,No Elo Data,
Sergio Herrera,Spain,1,-40.0,79.0
Sergio Méndez,,1,No Elo Data,
Sergio Ramos,,8,No Elo Data,
Sergio Rivera,,1,No Elo Data,
Sergiño Dest,,1,No Elo Data,
Serhat Akın,,1,No Elo Data,
Serhii Rebrov,,4,No Elo Data,
Serhiy Fedorov,,1,No Elo Data,
Serhiy Konovalov,,1,No Elo Data,
Serhiy Malyi,,1,No Elo Data,
Serhiy Nazarenko,,4,No Elo Data,
Serhiy Popov,,2,No Elo Data,
Serhiy Skachenko,,1,No Elo Data,
Serhiy Sydorchuk,,2,No Elo Data,
Serhou Guirassy,,1,No Elo Data,
Serikzhan Muzhikov,,1,No Elo Data,
Servaas Wilkes,,1,No Elo Data,
Server Djeparov,,4,No Elo Data,
Servet Çetin,,1,No Elo Data,
Setareki Hughes,,1,No Elo Data,
Seth Amphadu,,1,No Elo Data,
Severino Varela,,5,No Elo Data,
Severo Orgaz,,1,No Elo Data,
Seweryn Gancarczyk,,1,No Elo Data,
Seydou Doumbia,,1,No Elo Data,
Seydou Keita,,4,No Elo Data,
Seydouba Bangoura,,1,No Elo Data,
Seydouba Cissé,Guinea,1,No Elo Data,73.0
Seydouba Soumah,,1,No Elo Data,
Shabaib Al-Khaldi,,1,No Elo Data,
Shabani Nonda,,3,No Elo Data,
Shaharuddin Abdullah,,1,No Elo Data,
Shahin Bayani,,1,No Elo Data,
Shahrel Fikri,,1,No Elo Data,
Shamar Nicholson,,5,No Elo Data,
Shamveel Qasim,,1,No Elo Data,
Shandel Samuel,,2,No Elo Data,
Shane Duffy,,4,No Elo Data,
Shane Long,,2,No Elo Data,
Shane Marshall,,1,No Elo Data,
Shane Rennie,,1,No Elo Data,
Shane Smeltz,,8,No Elo Data,
Shanon Carmelia,,1,No Elo Data,
Shao Jiayi,,1,No Elo Data,
Shaq Moore,,1,No Elo Data,
Shaquille Pinas,,1,No Elo Data,
Sharif Mukhammad,,1,No Elo Data,
Shaun Bartlett,,8,No Elo Data,
Shaun Francis,,1,No Elo Data,
Shaun Goater,,4,No Elo Data,
Shaun Maloney,,4,No Elo Data,
Shaun Murphy,,3,No Elo Data,
Shaun Wright-Phillips,,2,No Elo Data,
Shawal Anuar,,2,No Elo Data,
Shawky Gharieb,,1,No Elo Data,
Shawn Beveney,,1,No Elo Data,
Shawn Martin,,2,No Elo Data,
Shaye Al Nafeesah,,1,No Elo Data,
Shaye Al-Nafisah,,1,No Elo Data,
Shayne Lavery,,1,No Elo Data,
Shea Charles,,1,No Elo Data,
Shefki Kuqi,,2,No Elo Data,
Sheikh Sesay,,1,No Elo Data,
Shekh Morsalin,,1,No Elo Data,
Sheldon Bateau,,3,No Elo Data,
Sheldon Emmanuel,,1,No Elo Data,
Shen Xiangfu,,1,No Elo Data,
Sheraldo Becker,,2,No Elo Data,
Sheriff Sinyan,Gambia,1,No Elo Data,67.0
Shervoni Mabatshoev,,1,No Elo Data,
Shi Jiayi,,2,No Elo Data,
Shibuzor Ehilegbu,,1,No Elo Data,
Shigeyoshi Mochizuki,,1,No Elo Data,
Shingayi Kaondera,,3,No Elo Data,
Shinji Kagawa,,4,No Elo Data,
Shinji Okazaki,,8,No Elo Data,
Shinji Ono,,1,No Elo Data,
Shiva N'Zigou,,1,No Elo Data,
Shkodran Mustafi,,1,No Elo Data,
Shkëlzen Gashi,,1,No Elo Data,
Shlomo Levi,,2,No Elo Data,
Shoji Jo,,1,No Elo Data,
Shomari Kapombe,,1,No Elo Data,
Shon Weissman,,3,No Elo Data,
Shota Arveladze,,8,No Elo Data,
Show,Angola,1,No Elo Data,66.0
Shoya Nakajima,,1,No Elo Data,
Shunsuke Nakamura,,7,No Elo Data,
Shusaku Hirasawa,,1,No Elo Data,
Siboniso Mamba,,1,No Elo Data,
Sibusiso Zuma,,2,No Elo Data,
Siddiq Manzul,,2,No Elo Data,
Sidi Bouna Amar,,1,No Elo Data,
Sidi Yaya Keita,,1,No Elo Data,
Sidique Mansaray,,1,No Elo Data,
Sidney Govou,,2,No Elo Data,
Sidny Lopes Cabral,Cape Verde,1,-12.0,66.0
Siegfried Haltman,,2,No Elo Data,
Siegfried Schoop,,1,No Elo Data,
Sieng Chanthea,,1,No Elo Data,
Sigfrido Mercado,,1,No Elo Data,
Sigfried Held,,1,No Elo Data,
Sigurd Rushfeldt,,2,No Elo Data,
Sigurður Jónsson,,1,No Elo Data,
Siim Luts,,1,No Elo Data,
Silao Malo,,1,No Elo Data,
Silas Katompa Mvumpa,,1,No Elo Data,
Silvan Widmer,,1,No Elo Data,
Silvestre Igoa,,1,No Elo Data,
Silvestre Varela,,4,No Elo Data,
Silvio Garay,,1,No Elo Data,
Silvio Parodi,,1,No Elo Data,
Silvio Piola,,3,No Elo Data,
Silvio Rojas,,1,No Elo Data,
Silvère Ganvoula,Congo,2,No Elo Data,69.0
Simeon Jackson,,1,No Elo Data,
Simo Syrjävaara,,1,No Elo Data,
Simon Adingra,Ivory Coast,1,-63.0,76.0
Simon Church,,1,No Elo Data,
Simon Davies,,1,No Elo Data,
Simon Elliott,,1,No Elo Data,
Simon Kaushi,,1,No Elo Data,
Simon Kjær,,2,No Elo Data,
Simon Lauru,,2,No Elo Data,
Simon Masaba,,1,No Elo Data,
Simon Msuva,,3,No Elo Data,
Simone Perrotta,,1,No Elo Data,
Simone Zaza,,1,No Elo Data,
Simão Sabrosa,,2,No Elo Data,
Sin Yong-nam,,1,No Elo Data,
Sinha,,3,No Elo Data,
Siniša Gogić,,1,No Elo Data,
Siniša Mihajlović,,3,No Elo Data,
Siphiwe Tshabalala,,1,No Elo Data,
Sirous Dinmohammadi,,1,No Elo Data,
Sitiveni Cavuilagi,,1,No Elo Data,
Siyabonga Nkosi,,1,No Elo Data,
Siyabonga Nomvethe,,3,No Elo Data,
Siyabonga Sangweni,,2,No Elo Data,
Siza Dlamini,,2,No Elo Data,
Sjaak Roggeveen,,1,No Elo Data,
Sjaak Swart,,2,No Elo Data,
Slava Metreveli,,4,No Elo Data,
Slaven Bilić,,2,No Elo Data,
Slaven Zambata,,3,No Elo Data,
Slimane Raho,,1,No Elo Data,
Slobodan Komljenović,,2,No Elo Data,
Smail Prevljak,,3,No Elo Data,
So Kyong-jin,,1,No Elo Data,
Soe Moe Kyaw,,1,No Elo Data,
Sofiane Boufal,Morocco,2,102.0,74.0
Sofiane Feghouli,,2,No Elo Data,
Sohrab Bakhtiarizadeh,,1,No Elo Data,
Sokol Kushta,,3,No Elo Data,
Sokol Çikalleshi,,6,No Elo Data,
Sokratis Papastathopoulos,,1,No Elo Data,
Solome Pita,,1,No Elo Data,
Solomon Sheferahu,,2,No Elo Data,
Somen Tchoyi,,1,No Elo Data,
Sompong Soleb,,1,No Elo Data,
Son Heung-min,South Korea,12,9.5,85.0
Song Chong-gug,,1,No Elo Data,
Songserm Maperm,,1,No Elo Data,
Sonni Nattestad,,1,No Elo Data,
Sotiris Kaiafas,,1,No Elo Data,
Sotiris Ninis,,2,No Elo Data,
Soufiane Alloudi,,1,No Elo Data,
Soufiane Rahimi,Morocco,1,-18.0,78.0
Souleyman Sané,,3,No Elo Data,
Souleymane Camara,,1,No Elo Data,
Souleymane Oularé,,3,No Elo Data,
Souleymane Youla,,2,No Elo Data,
Soumaila Traoré,,1,No Elo Data,
Soumaila Yattaga,,1,No Elo Data,
Soumaïla Coulibaly,France,3,32.0,72.0
Spas Delev,,2,No Elo Data,
Srdjan Luchin,,1,No Elo Data,
Srečko Katanec,,3,No Elo Data,
Srđan Babić,,1,No Elo Data,
Stan Mortensen,,2,No Elo Data,
Stanislav Griga,,1,No Elo Data,
Stanislav Karasi,,1,No Elo Data,
Stanislav Lobotka,Slovakia,1,No Elo Data,83.0
Stanislav Manolev,,1,No Elo Data,
Stanislav Šesták,,4,No Elo Data,
Stanislaw Drahun,,5,No Elo Data,
Stanislovas Vitkovskis,,1,No Elo Data,
Stanisław Terlecki,,2,No Elo Data,
Stanley Mubiru,,2,No Elo Data,
Stanley Simson,,1,No Elo Data,
Stanley Waita,,1,No Elo Data,
Stathis Chaitas,,1,No Elo Data,
Stavros Sarafis,,1,No Elo Data,
Stavros Stylianou,,1,No Elo Data,
Steeven Saba,,1,No Elo Data,
Steevy Chong Hue,,1,No Elo Data,
Stefan Johansen,,1,No Elo Data,
Stefan Kuntz,,1,No Elo Data,
Stefan Maierhofer,,1,No Elo Data,
Stefan Majewski,,1,No Elo Data,
Stefan Mugoša,,5,No Elo Data,
Stefan Posch,Austria,1,-24.0,79.0
Stefan Reshko,,1,No Elo Data,
Stefan Ristovski,,1,No Elo Data,
Stefan Savić,Montenegro,2,No Elo Data,78.0
Stefan de Vrij,Netherlands,2,-3.0,84.0
Stefano Bensi,,3,No Elo Data,
Stefano Cincotta,,2,No Elo Data,
Stefano Eranio,,1,No Elo Data,
Stefano Sensi,,3,No Elo Data,
Steffen Iversen,,8,No Elo Data,
Stefán Teitur Þórðarson,,1,No Elo Data,
Stelios Giannakopoulos,,2,No Elo Data,
Stelios Manolas,,1,No Elo Data,
Stepas Chmelevskis,,2,No Elo Data,
Stephan El Shaarawy,,1,No Elo Data,
Stephan Lichtsteiner,,1,No Elo Data,
Stephan Rabemananjara,,1,No Elo Data,
Stephen Appiah,,4,No Elo Data,
Stephen Elliott,,1,No Elo Data,
Stephen Eustáquio,Canada,2,83.5,77.0
Stephen Ireland,,2,No Elo Data,
Stephen Keshi,,4,No Elo Data,
Stephen McManus,,2,No Elo Data,
Stephen O'Donnell,,1,No Elo Data,
Stephen Wellman,,1,No Elo Data,
Stern John,,11,No Elo Data,
Stevan Jovetić,,12,No Elo Data,
Steve Borg,,1,No Elo Data,
Steve Corica,,1,No Elo Data,
Steve David,,4,No Elo Data,
Steve Fatupua-Lecaill,,1,No Elo Data,
Steve Finnan,,1,No Elo Data,
Steve Hodge,,1,No Elo Data,
Steve Marlet,,1,No Elo Data,
Steve Morison,,1,No Elo Data,
Steve Mounié,,5,No Elo Data,
Steve Ralston,,1,No Elo Data,
Steve Staunton,,3,No Elo Data,
Steve Sumner,,2,No Elo Data,
Steve Wooddin,,6,No Elo Data,
Steven Berghuis,Netherlands,2,-65.0,78.0
Steven Bergwijn,,3,No Elo Data,
Steven Bryce,,1,No Elo Data,
Steven Davis,,4,No Elo Data,
Steven Defour,,2,No Elo Data,
Steven Dias,,1,No Elo Data,
Steven Echevarria,,1,No Elo Data,
Steven Fletcher,,2,No Elo Data,
Steven Gerrard,,5,No Elo Data,
Steven Naismith,,2,No Elo Data,
Steven Pienaar,,2,No Elo Data,
Steven Tan,,1,No Elo Data,
Steven Thompson,,1,No Elo Data,
Steven Vitória,,1,No Elo Data,
Steven Zuber,Switzerland,4,31.67,74.0
Stevenson Morancie,,1,No Elo Data,
Stig Sundqvist,,1,No Elo Data,
Stiliyan Petrov,,1,No Elo Data,
Stjepan Bobek,,2,No Elo Data,
Stock Dandize,,1,No Elo Data,
Stophira Sunzu,,1,No Elo Data,
Stopira,,2,No Elo Data,
Stoycho Mladenov,,2,No Elo Data,
Strahinja Pavlović,Serbia,2,No Elo Data,76.0
Stratos Apostolakis,,2,No Elo Data,
Stuart Armstrong,Scotland,3,36.5,71.0
Stuart Dallas,,2,No Elo Data,
Stuart Elliott,,2,No Elo Data,
Stuart Holden,,1,No Elo Data,
Stuart McCall,,1,No Elo Data,
Styopa Mkrtchyan,,1,No Elo Data,
Ståle Solbakken,,3,No Elo Data,
Stéphane Auvray,,1,No Elo Data,
Stéphane Bahoken,,1,No Elo Data,
Stéphane Chapuisat,,5,No Elo Data,
Stéphane Demol,,1,No Elo Data,
Stéphane Grichting,,1,No Elo Data,
Stéphane Mbia,,2,No Elo Data,
Su Maozhen,,2,No Elo Data,
Suan Lam Mang,,2,No Elo Data,
Suat Mamat,,1,No Elo Data,
Subait Khater,,1,No Elo Data,
Subash Madushan,,1,No Elo Data,
Subhi Al-Gnimaz,,1,No Elo Data,
Sudi Abdallah,,2,No Elo Data,
Sudirman,,1,No Elo Data,
Sukhrob Hamidov,,1,No Elo Data,
Sukumar Samajpati,,1,No Elo Data,
Sulley Muntari,,4,No Elo Data,
Sultan Adil,,3,No Elo Data,
Sun Ke,,2,No Elo Data,
Sun Xiang,,1,No Elo Data,
Sunday Mba,,2,No Elo Data,
Sunday Oliseh,,2,No Elo Data,
Sundayin Moriri,,1,No Elo Data,
Sune Andersson,,2,No Elo Data,
Sunil Chhetri,India,4,No Elo Data,68.0
Supachai Chaided,,1,No Elo Data,
Supachok Sarachat,,2,No Elo Data,
Supakit Meelarpkit,,2,No Elo Data,
Suphanat Mueanta,,2,No Elo Data,
Sutche Wambo,,1,No Elo Data,
Svein Mathisen,,1,No Elo Data,
Sven Jacobsson,,1,No Elo Data,
Sven Jonasson,,2,No Elo Data,
Sven Otto Birkeland,,1,No Elo Data,
Sven Rydell,,1,No Elo Data,
Svetoslav Todorov,,1,No Elo Data,
Syafiq Ahmad,,1,No Elo Data,
Syarhey Herasimets,,2,No Elo Data,
Syarhey Kislyak,,1,No Elo Data,
Sylvain Graglia,,2,No Elo Data,
Sylvain Wiltord,,6,No Elo Data,
Sylwester Czereszewski,,1,No Elo Data,
Syriakata Hassan,,1,No Elo Data,
Szabolcs Huszti,,3,No Elo Data,
Szilárd Németh,,6,No Elo Data,
Sándor Kiss,,1,No Elo Data,
Sándor Kocsis,,2,No Elo Data,
Sándor Müller,,1,No Elo Data,
Sándor Pintér,,1,No Elo Data,
Sándor Torghelle,,5,No Elo Data,
Séamus Coleman,Republic of Ireland,1,No Elo Data,70.0
Sébastien Fournier,,2,No Elo Data,
Sébastien Haller,,5,No Elo Data,
Sébastien Siani,,1,No Elo Data,
Sébastien Thill,,1,No Elo Data,
Sékou Bamba,,1,No Elo Data,
Sérgio Conceição,,3,No Elo Data,
Séïdath Tchomogo,,1,No Elo Data,
Sócrates,,4,No Elo Data,
Søren Busk,,1,No Elo Data,
Søren Larsen,,4,No Elo Data,
Søren Lerby,,3,No Elo Data,
Súni Olsen,,1,No Elo Data,
T. Tapunuu,,1,No Elo Data,
Tab Ramos,,2,No Elo Data,
Tadanari Lee,,1,No Elo Data,
Tadas Kijanskas,,1,No Elo Data,
Tadeusz Kraus,,2,No Elo Data,
Taha Basry,,2,No Elo Data,
Tahar Chaïbi,,1,No Elo Data,
Taher Abouzeid,,5,No Elo Data,
Tai Baribo,Israel,1,No Elo Data,72.0
Taisir Al-Jassim,,1,No Elo Data,
Tajon Buchanan,,1,No Elo Data,
Takashi Fukunishi,,1,No Elo Data,
Takashi Inui,,1,No Elo Data,
Takashi Mizunuma,,2,No Elo Data,
Takayuki Suzuki,,5,No Elo Data,
Takefusa Kubo,Japan,1,54.0,82.0
Takehiro Tomiyasu,,1,No Elo Data,
Takis Nikoloudis,,2,No Elo Data,
Takuma Asano,Japan,2,21.5,75.0
Takumi Horiike,,2,No Elo Data,
Takumi Minamino,Japan,8,26.25,78.0
Takuya Takagi,,3,No Elo Data,
Tal Banin,,4,No Elo Data,
Tal Ben Haim,,1,No Elo Data,
Tala Luvu,,1,No Elo Data,
Talal Al-Meshal,,7,No Elo Data,
Talal El Karkouri,,2,No Elo Data,
Talal Yousef,,4,No Elo Data,
Tamarley Thomas,,2,No Elo Data,
Tamer Abdel Hamid,,1,No Elo Data,
Tamer Seyam,,2,No Elo Data,
Tamirlan Kozubaev,,1,No Elo Data,
Tamkin Khalilzade,,2,No Elo Data,
Tamás Hajnal,,2,No Elo Data,
Tamás Kádár,,1,No Elo Data,
Tamás Priskin,,2,No Elo Data,
Tang Yaodong,,1,No Elo Data,
Tanju Çolak,,2,No Elo Data,
Taoufik Herichi,,1,No Elo Data,
Tapiwa Gadibolae,,1,No Elo Data,
Taqi Mubarak,,1,No Elo Data,
Tarak Dhiab,,2,No Elo Data,
Tarcisio Burgnich,,1,No Elo Data,
Tarcisio Rodríguez Viquez,,1,No Elo Data,
Tarek El-Said,,1,No Elo Data,
Tarek Lazizi,,1,No Elo Data,
Tarik Elyounoussi,,2,No Elo Data,
Tarik Sektioui,,1,No Elo Data,
Tarik Tissoudali,Morocco,1,102.0,74.0
Tariku Ingdawerk,,1,No Elo Data,
Tarlan Ahmadov,,1,No Elo Data,
Tarmo Kink,,1,No Elo Data,
Tasos Bakasetas,,8,No Elo Data,
Tasos Mitropoulos,,1,No Elo Data,
Tatsuhiko Kubo,,2,No Elo Data,
Tatsuya Tanaka,,1,No Elo Data,
Taulant Xhaka,,1,No Elo Data,
Tawanda Chirewa,,2,No Elo Data,
Tawanda Maswanhise,,1,No Elo Data,
Taye Taiwo,,1,No Elo Data,
Tayfun Korkut,,1,No Elo Data,
Tayfur Havutçu,,4,No Elo Data,
Taylor Saghabi,,2,No Elo Data,
Taysir Amer,,1,No Elo Data,
Tchiressoua Guel,,3,No Elo Data,
Teafore Bennett,,1,No Elo Data,
Teaonui Tehau,,5,No Elo Data,
Tebogo Kopelang,,1,No Elo Data,
Teboho Masia,,1,No Elo Data,
Teboho Mokoena,,3,No Elo Data,
Teddy Sheringham,,3,No Elo Data,
Teddy Teuma,Malta,3,No Elo Data,75.0
Tedj Bensaoula,,4,No Elo Data,
Teemu Pukki,,15,No Elo Data,
Teemu Tainio,,3,No Elo Data,
Teerasil Dangda,,5,No Elo Data,
Teeratep Winothai,,2,No Elo Data,
Teet Allas,,1,No Elo Data,
Tekalinge Kassahun,,1,No Elo Data,
Telasco Segovia,,1,No Elo Data,
Telinho,,1,No Elo Data,
Telmo Arcanjo,Cape Verde,1,89.0,71.0
Telmo Zarra,,2,No Elo Data,
Telésforo Báez,,1,No Elo Data,
Temur Ketsbaia,,3,No Elo Data,
Tenant Chilumba,,1,No Elo Data,
Tengiz Sulakvelidze,,1,No Elo Data,
Teodoro Fernández,,6,No Elo Data,
Terence Groothusen,,1,No Elo Data,
Terence Vancooten,,2,No Elo Data,
Terry Harkin,,1,No Elo Data,
Terry McDermott,,1,No Elo Data,
Terry Medwin,,2,No Elo Data,
Terry Neill,,1,No Elo Data,
Terry Sackor,,1,No Elo Data,
Teruki Miyamoto,,1,No Elo Data,
Tesho Akindele,,1,No Elo Data,
Tesourinha,,2,No Elo Data,
Tetahio Auraa,,1,No Elo Data,
Tetsuji Hashiratani,,1,No Elo Data,
Teuvo Moilanen,,1,No Elo Data,
Tevaughn Harriette,,1,No Elo Data,
Tevin Slater,,2,No Elo Data,
Teófilo Cubillas,,6,No Elo Data,
Teófilo Gutiérrez,,1,No Elo Data,
Thabang Sesinyi,,1,No Elo Data,
Thabo Matlaba,,1,No Elo Data,
Thadée Cisowski,,2,No Elo Data,
Thalente Mbatha,,1,No Elo Data,
Thamsanqa Gabuza,,1,No Elo Data,
Thanasis Bembis,,1,No Elo Data,
Thanis Areesngarkul,,1,No Elo Data,
Thapelo Maseko,,1,No Elo Data,
Thapelo Morena,,1,No Elo Data,
Thasmbiayah Pathmanathan,,1,No Elo Data,
Thembinkosi Lorch,,1,No Elo Data,
Themistoklis Tzimopoulos,,1,No Elo Data,
Theo Bongonda,,1,No Elo Data,
Theo Laseroms,,1,No Elo Data,
Theo Walcott,,3,No Elo Data,
Theodor Wagner,,1,No Elo Data,
Theodore Filomina,,2,No Elo Data,
Theodore Whitmore,,6,No Elo Data,
Theodoros Zagorakis,,1,No Elo Data,
Theofanis Gekas,,7,No Elo Data,
Therdsak Chaiman,,1,No Elo Data,
Theódór Elmar Bjarnason,,1,No Elo Data,
Thiago Almada,,2,No Elo Data,
Thiago Cionek,,1,No Elo Data,
Thiago Motta,,1,No Elo Data,
Thiago Silva,,2,No Elo Data,
Thierno Youm,,1,No Elo Data,
Thierry Fondelot,,1,No Elo Data,
Thierry Henry,,14,No Elo Data,
Thierry Issiémou,,1,No Elo Data,
Thierry Tinmar,,1,No Elo Data,
Thievy Bifouma,,3,No Elo Data,
Thitipan Puangchan,,1,No Elo Data,
Thom Haye,,1,No Elo Data,
Thomas Beck,,1,No Elo Data,
Thomas Berthold,,1,No Elo Data,
Thomas Bickel,,2,No Elo Data,
Thomas Delaney,,4,No Elo Data,
Thomas Dooley,,2,No Elo Data,
Thomas Dunn,,1,No Elo Data,
Thomas Elliot,,1,No Elo Data,
Thomas Flögel,,1,No Elo Data,
Thomas Fontaine,,1,No Elo Data,
Thomas Gravesen,,1,No Elo Data,
Thomas Helmer,,1,No Elo Data,
Thomas Hitzlsperger,,1,No Elo Data,
Thomas Häßler,,5,No Elo Data,
Thomas Kahlenberg,,3,No Elo Data,
Thomas Mavros,,1,No Elo Data,
Thomas Meunier,,3,No Elo Data,
Thomas Máximo,,1,No Elo Data,
Thomas Müller,Germany,12,24.14,80.0
Thomas Nordahl,,1,No Elo Data,
Thomas Parits,,2,No Elo Data,
Thomas Partey,,4,No Elo Data,
Thomas Sjöberg,,3,No Elo Data,
Thomas Sunesson,,1,No Elo Data,
