player_id,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,body_type,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
230653,J. Wollacott,Joseph Luke Wollacott,GK,63,64,375000,700,28,9/8/1996,190,80,61.0,League Two,110890.0,Crawley Town,SUB,34.0,,7/18/2024,2026.0,117,Ghana,RES,12.0,Right,2,1,1,Lean (185+),684000.0,,,,,,,,,13,19,11,46,18,12,10,11,48,26,40,42,30,60,55,46,58,39,63,11,24,23,15,50,25,33,9,16,12,63,62,61,63,63,41.0,29+2,29+2,29+2,28+0,30+0,30+0,30+0,28+0,33+2,33+2,33+2,31+2,36+2,36+2,36+2,31+2,28+2,33+2,33+2,33+2,28+2,26+2,26+2,26+2,26+2,26+2,62+2
76926,Cho Hyun Woo,Hyun-woo Cho조현우,CB,49,58,100000,600,20,2/1/2005,187,78,83.0,K League 1,980.0,Daejeon Citizen,RES,35.0,,1/17/2025,2028.0,167,South Korea,,,Right,3,2,1,Normal (185+),145000.0,,,58.0,25.0,26.0,29.0,52.0,57.0,25,21,48,27,24,21,22,20,26,25,63,54,48,41,53,37,57,56,63,22,42,52,23,27,36,43,51,54,51,10,13,13,6,12,,33+2,33+2,33+2,30+0,30+0,30+0,30+0,30+0,29+2,29+2,29+2,31+2,31+2,31+2,31+2,31+2,43+2,42+2,42+2,42+2,43+2,46+2,49+2,49+2,49+2,46+2,14+2
221912,Kang Hyeon Mu,Hyeon-mu Kang강현무 姜贤茂,GK,69,69,925000,3000,30,3/13/1995,185,80,83.0,K League 1,982.0,FC Seoul,GK,31.0,,7/31/2024,2030.0,167,South Korea,,,Right,3,1,1,Normal (185+),1200000.0,,Far Reach,,,,,,,14,16,19,29,12,20,19,19,21,10,42,47,32,62,56,47,47,27,32,13,41,23,15,59,25,46,23,20,15,70,67,62,67,72,44.0,27+2,27+2,27+2,27+0,29+0,29+0,29+0,27+0,29+2,29+2,29+2,28+2,29+2,29+2,29+2,28+2,26+2,27+2,27+2,27+2,26+2,26+2,26+2,26+2,26+2,26+2,68+1
236515,Álvaro Ferllo,Álvaro Fernández Llorente,GK,74,78,4400000,16000,27,4/13/1998,186,75,53.0,La Liga,481.0,Sevilla FC,RES,25.0,,8/22/2024,2027.0,45,Spain,,,Left,3,1,1,Normal (185+),9600000.0,,,,,,,,,9,8,9,29,6,14,14,13,26,28,44,51,68,74,48,51,59,37,59,5,22,14,5,41,14,52,10,11,11,75,71,68,73,76,47.0,27+2,27+2,27+2,27+0,28+0,28+0,28+0,27+0,29+2,29+2,29+2,28+2,29+2,29+2,29+2,28+2,26+2,27+2,27+2,27+2,26+2,25+2,24+2,24+2,24+2,25+2,73+2
228935,M. Engelhardt,Marcel Engelhardt,GK,64,64,300000,4000,32,4/5/1993,191,89,20.0,2. Bundesliga,576.0,Holstein Kiel,RES,31.0,,7/1/2023,2026.0,21,Germany,,,Right,2,1,1,Normal (185+),480000.0,,,,,,,,,18,13,18,23,13,18,13,16,23,19,48,43,39,54,43,46,71,38,79,15,17,24,18,30,19,30,26,20,19,69,58,61,64,67,46.0,28+2,28+2,28+2,25+0,26+0,26+0,26+0,25+0,25+2,25+2,25+2,27+2,25+2,25+2,25+2,27+2,28+2,28+2,28+2,28+2,28+2,28+2,31+2,31+2,31+2,28+2,63+1
235606,J. Karlstrøm,Jacob Karlstrøm,GK,68,71,1100000,2000,28,1/9/1997,200,90,41.0,Eliteserien,417.0,Molde FK,GK,1.0,,1/8/2022,2025.0,36,Norway,,,Right,2,1,1,Normal (185+),1500000.0,,Long Ball Pass,,,,,,,14,9,16,32,12,19,15,14,36,28,38,37,38,63,46,51,65,28,72,10,26,16,11,48,18,42,20,12,12,67,66,68,67,68,38.0,28+2,28+2,28+2,27+0,29+0,29+0,29+0,27+0,30+2,30+2,30+2,29+2,31+2,31+2,31+2,29+2,25+2,29+2,29+2,29+2,25+2,24+2,27+2,27+2,27+2,24+2,67+2
262621,G. Mamardashvili,Giorgi Mamardashviliგიორგი მამარდაშვილი,GK,84,87,45000000,67000,24,9/29/2000,199,88,13.0,Premier League,9.0,Liverpool,SUB,25.0,,8/27/2024,2030.0,20,Georgia,,,Left,3,1,3,Normal (185+),86600000.0,,"Far Throw, Footwork, Cross Claimer",,,,,,,13,9,14,20,7,11,11,10,20,22,48,48,40,74,26,54,71,45,74,7,25,8,8,34,11,26,5,12,10,84,81,72,84,84,48.0,28+3,28+3,28+3,24+0,26+0,26+0,26+0,24+0,25+3,25+3,25+3,26+3,25+3,25+3,25+3,26+3,24+3,24+3,24+3,24+3,24+3,24+3,24+3,24+3,24+3,24+3,82+3
218593,S. Moore,Stuart John Moore,GK,59,59,150000,550,30,9/8/1994,194,88,60.0,League One,1933.0,Wycombe Wanderers,RES,31.0,,7/30/2025,2026.0,14,England,,,Right,2,1,1,Stocky (185+),263000.0,,,,,,,,,18,15,18,38,20,18,15,14,30,27,45,54,48,52,46,42,55,26,53,18,36,26,19,36,29,33,12,19,20,60,58,56,59,60,49.0,29+2,29+2,29+2,29+0,30+0,30+0,30+0,29+0,31+2,31+2,31+2,30+2,30+2,30+2,30+2,30+2,28+2,30+2,30+2,30+2,28+2,28+2,28+2,28+2,28+2,28+2,58+1
225037,M. Pisseri,Matteo Pisseri,GK,66,66,275000,1000,33,11/21/1991,188,78,32.0,Serie B,111657.0,Frosinone,SUB,75.0,,9/2/2025,2030.0,27,Italy,,,Right,2,1,1,Lean (185+),426000.0,,,,,,,,,18,11,16,22,14,12,18,11,21,22,48,50,30,60,58,50,60,32,57,17,45,19,17,34,21,32,18,19,11,66,66,67,65,66,49.0,28+2,28+2,28+2,25+0,27+0,27+0,27+0,25+0,26+2,26+2,26+2,26+2,25+2,25+2,25+2,26+2,26+2,27+2,27+2,27+2,26+2,26+2,28+2,28+2,28+2,26+2,65+1
223760,A. Singh,Amrinder Ranjit Singh,GK,66,66,425000,650,32,5/27/1993,186,80,2149.0,Super League,113257.0,Odisha FC,GK,1.0,,9/12/2025,2026.0,159,India,,,Right,1,1,1,Normal (185+),574000.0,,Footwork,,,,,,,18,18,13,30,17,14,18,17,19,27,44,42,30,65,53,48,61,30,65,20,21,19,12,36,30,55,14,17,17,67,64,64,67,64,43.0,29+2,29+2,29+2,27+0,29+0,29+0,29+0,27+0,28+2,28+2,28+2,28+2,28+2,28+2,28+2,28+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,65+1
76830,Kwon Do Yeong,Do-yeong Kwon권도영,CB,51,60,120000,700,22,3/5/2003,183,78,83.0,K League 1,112558.0,Suwon FC,RES,25.0,,1/10/2025,2028.0,167,South Korea,,,Right,3,2,1,Normal (170-185),174000.0,,,57.0,23.0,27.0,30.0,50.0,64.0,28,15,48,29,24,20,21,23,22,32,58,57,41,49,54,39,60,59,73,21,49,43,21,30,30,36,51,55,49,6,6,6,15,7,,34+2,34+2,34+2,31+0,31+0,31+0,31+0,31+0,30+2,30+2,30+2,33+2,32+2,32+2,32+2,33+2,44+2,43+2,43+2,43+2,44+2,46+2,51+2,51+2,51+2,46+2,13+2
193359,R. Romo,Rafael Enrique Romo Pérez,GK,73,73,350000,6000,35,2/25/1990,196,91,2018.0,Serie A,114581.0,Universidad Católica del Ecuador,GK,22.0,,1/20/2023,2026.0,61,Venezuela,,,Right,2,1,1,Normal (185+),753000.0,,"Far Throw, Cross Claimer",,,,,,,11,15,11,22,10,13,14,13,33,23,33,40,48,70,28,51,61,28,70,13,23,26,18,49,20,61,14,11,14,75,71,68,71,74,36.0,29+2,29+2,29+2,26+0,28+0,28+0,28+0,26+0,29+2,29+2,29+2,27+2,30+2,30+2,30+2,27+2,25+2,28+2,28+2,28+2,25+2,24+2,26+2,26+2,26+2,24+2,72+1
278670,R. Yadav,Robin Yadav,"RB, RM",49,51,60000,500,23,9/15/2001,176,64,2149.0,Super League,113040.0,NorthEast United,SUB,17.0,,7/13/2024,2026.0,159,India,,,Right,2,2,1,Lean (170-185),86000.0,,,42.0,24.0,31.0,41.0,52.0,53.0,33,18,46,33,29,39,29,26,21,43,50,36,34,44,54,35,44,57,53,24,50,53,24,33,32,44,50,55,54,6,6,9,8,13,,34+2,34+2,34+2,35+0,35+0,35+0,35+0,35+0,34+2,34+2,34+2,36+2,36+2,36+2,36+2,36+2,46+2,45+2,45+2,45+2,46+2,47+2,50+1,50+1,50+1,47+2,12+2
188968,G. Marinelli,Gonzalo Marinelli,GK,68,68,130000,3000,36,2/7/1989,180,79,353.0,Liga Profesional de Fútbol,111020.0,Independiente Rivadavia,SUB,23.0,,1/8/2024,2025.0,52,Argentina,,,Right,2,1,1,Normal (170-185),195000.0,,Rush Out,,,,,,,12,15,21,34,14,14,16,16,28,25,39,37,46,68,58,45,49,33,42,13,21,24,17,53,18,53,18,18,17,68,66,60,65,70,38.0,28+2,28+2,28+2,28+0,30+0,30+0,30+0,28+0,32+2,32+2,32+2,29+2,32+2,32+2,32+2,29+2,27+2,30+2,30+2,30+2,27+2,27+2,26+2,26+2,26+2,27+2,67+1
279852,Kim Dae Hyeon,Dae-hyun Kim김대현,CB,50,58,100000,550,23,6/1/2002,186,84,83.0,K League 1,112558.0,Suwon FC,RES,26.0,,1/9/2024,2030.0,167,South Korea,,,Right,2,2,1,Normal (185+),145000.0,,,43.0,24.0,29.0,33.0,50.0,59.0,21,20,54,32,30,26,27,28,26,31,34,51,49,49,50,31,52,49,70,22,48,45,29,35,35,40,50,52,48,10,9,10,10,7,,35+2,35+2,35+2,31+0,32+0,32+0,32+0,31+0,32+2,32+2,32+2,32+2,34+2,34+2,34+2,32+2,41+2,43+2,43+2,43+2,41+2,43+2,50+2,50+2,50+2,43+2,13+2
234341,İ. Eğribayat,İrfan Can Eğribayat,GK,75,79,6000000,25000,27,6/30/1998,193,79,68.0,Süper Lig,326.0,Fenerbahçe SK,SUB,1.0,,8/3/2022,2027.0,48,Turkey,,,Right,2,1,1,Normal (185+),11900000.0,,Deflector,,,,,,,12,6,14,44,7,12,13,10,44,16,47,48,48,69,27,55,62,21,59,6,18,13,7,51,18,37,18,14,11,75,74,73,73,75,47.0,27+2,27+2,27+2,26+0,28+0,28+0,28+0,26+0,31+2,31+2,31+2,29+2,32+2,32+2,32+2,29+2,25+2,29+2,29+2,29+2,25+2,25+2,25+2,25+2,25+2,25+2,74+2
77936,Shen Huanming,Shen Huanming申桓铭,CB,48,54,70000,700,21,1/29/2004,187,75,2012.0,Super League,131487.0,Shenzhen Peng City,RES,46.0,,1/1/2025,2027.0,155,China PR,,,Right,3,2,1,Normal (185+),123000.0,,,57.0,23.0,32.0,35.0,49.0,56.0,22,16,41,41,25,34,20,22,29,31,58,57,41,40,55,34,45,59,59,24,48,49,22,34,35,40,50,52,49,8,12,8,14,6,,33+2,33+2,33+2,34+0,33+0,33+0,33+0,34+0,34+2,34+2,34+2,36+2,36+2,36+2,36+2,36+2,44+2,44+2,44+2,44+2,44+2,46+2,48+2,48+2,48+2,46+2,13+2
178363,J. Placide,Johny Placide,GK,69,69,150000,2000,37,1/29/1988,181,84,17.0,Ligue 2,58.0,Sporting Club Bastia,GK,30.0,,6/9/2021,2026.0,80,Haiti,,,Right,2,1,1,Stocky (170-185),263000.0,,"Footwork, Cross Claimer",,,,,,,11,12,15,34,13,10,11,10,33,17,53,56,38,68,38,52,68,27,70,11,29,20,11,32,15,57,18,13,12,65,70,69,72,67,54.0,29+2,29+2,29+2,26+0,27+0,27+0,27+0,26+0,27+2,27+2,27+2,27+2,27+2,27+2,27+2,27+2,26+2,28+2,28+2,28+2,26+2,26+2,28+2,28+2,28+2,26+2,68+1
231105,A. Olliero,Alexandre Olliero,GK,68,70,1000000,3000,29,2/15/1996,193,85,17.0,Ligue 2,379.0,Stade de Reims,SUB,20.0,,2/1/2023,2026.0,18,France,,,Right,2,1,1,Normal (185+),1900000.0,,,,,,,,,15,17,20,22,20,13,15,18,23,28,47,45,39,64,41,50,70,23,75,17,19,17,12,24,27,51,10,19,16,68,63,66,67,70,46.0,30+2,30+2,30+2,26+0,27+0,27+0,27+0,26+0,26+2,26+2,26+2,26+2,25+2,25+2,25+2,26+2,25+2,25+2,25+2,25+2,25+2,25+2,28+2,28+2,28+2,25+2,67+2
79407,O. Buur,Oscar Gadeberg Buur,GK,57,76,375000,950,18,10/29/2006,192,81,1.0,Superliga,819.0,FC København,RES,61.0,,7/1/2025,2027.0,13,Denmark,,,Right,3,1,1,Lean (185+),722000.0,,,,,,,,,19,5,30,37,9,16,21,18,45,30,31,34,48,50,40,44,61,25,68,7,34,22,8,52,27,30,28,20,25,59,54,58,54,60,32.0,26+2,26+2,26+2,26+0,27+0,27+0,27+0,26+0,30+2,30+2,30+2,28+2,33+2,33+2,33+2,28+2,28+2,33+2,33+2,33+2,28+2,28+2,33+2,33+2,33+2,28+2,56+2
177475,T. Sippel,Tobias Sippel,GK,66,66,90000,4000,37,3/22/1988,183,80,19.0,Bundesliga,23.0,Borussia Mönchengladbach,SUB,21.0,,7/1/2015,2026.0,21,Germany,,,Right,2,1,1,Normal (170-185),153000.0,,,,,,,,,14,12,13,33,12,13,15,14,26,19,50,42,48,65,41,56,64,41,65,11,36,15,16,31,18,41,12,15,12,64,62,74,66,64,47.0,29+2,29+2,29+2,26+0,27+0,27+0,27+0,26+0,27+2,27+2,27+2,28+2,27+2,27+2,27+2,28+2,26+2,27+2,27+2,27+2,26+2,25+2,26+2,26+2,26+2,25+2,65+1
230741,E. Ødegaard,Emil Gundelach Ødegaard,GK,65,70,825000,900,26,4/29/1999,186,80,41.0,Eliteserien,131491.0,KFUM-Kameratene Oslo,GK,1.0,,8/11/2021,2025.0,36,Norway,,,Right,3,1,1,Normal (185+),1100000.0,,,,,,,,,13,15,12,29,20,12,14,16,22,18,42,49,31,62,62,49,59,26,61,17,17,23,17,52,24,30,23,17,17,64,63,65,63,65,45.0,28+2,28+2,28+2,26+0,29+0,29+0,29+0,26+0,29+2,29+2,29+2,27+2,28+2,28+2,28+2,27+2,26+2,28+2,28+2,28+2,26+2,26+2,27+2,27+2,27+2,26+2,64+2
77918,Zhang Boxuan,Zhang Boxuan张伯煊,ST,48,60,110000,600,17,5/15/2008,180,65,2012.0,Super League,131488.0,Qingdao West Coast FC,RES,47.0,,3/19/2025,2025.0,155,China PR,,,Right,3,2,1,Lean (170-185),193000.0,,,52.0,49.0,36.0,44.0,19.0,37.0,28,54,49,39,31,39,38,26,25,43,51,53,57,50,71,46,35,34,42,41,28,11,52,49,56,41,19,17,10,10,8,14,7,6,,48+2,48+2,48+2,45+0,47+0,47+0,47+0,45+0,45+2,45+2,45+2,43+2,38+2,38+2,38+2,43+2,30+2,29+2,29+2,29+2,30+2,29+2,27+2,27+2,27+2,29+2,13+2
225751,A. Oxborough,Aston Jay Oxborough,GK,64,65,500000,1000,27,5/9/1998,196,98,50.0,Premiership,83.0,Motherwell FC,SUB,13.0,,8/13/2022,2027.0,14,England,,,Right,3,1,1,Stocky (185+),913000.0,,Cross Claimer,,,,,,,18,10,12,29,20,14,16,14,30,24,44,43,41,61,50,47,59,33,60,17,25,28,15,48,21,26,12,20,13,65,62,62,62,64,44.0,27+2,27+2,27+2,27+0,28+0,28+0,28+0,27+0,29+2,29+2,29+2,28+2,30+2,30+2,30+2,28+2,27+2,29+2,29+2,29+2,27+2,27+2,27+2,27+2,27+2,27+2,63+2
248158,G. Slonina,Gabriel Paweł Słonina,GK,68,80,2600000,14000,21,5/15/2004,193,89,13.0,Premier League,5.0,Chelsea,SUB,44.0,,8/2/2022,2028.0,95,United States,,,Right,2,1,1,Normal (185+),5500000.0,,,,,,,,,10,10,11,25,10,15,11,12,30,25,43,47,50,68,45,47,63,35,70,10,40,13,10,50,13,50,20,11,12,70,64,63,65,70,45.0,27+2,27+2,27+2,26+0,28+0,28+0,28+0,26+0,29+2,29+2,29+2,28+2,29+2,29+2,29+2,28+2,25+2,28+2,28+2,28+2,25+2,25+2,27+2,27+2,27+2,25+2,67+2
221909,J. Staněk,Jindřich Staněk,GK,76,76,5000000,18000,29,4/27/1996,192,90,319.0,První liga,266.0,SK Slavia Praha,GK,36.0,,1/5/2024,2029.0,12,Czechia,,,Right,2,1,1,Stocky (185+),10500000.0,,Footwork,,,,,,,16,15,12,22,19,17,17,22,19,27,36,35,27,72,31,59,62,26,68,16,18,15,12,17,37,48,16,13,15,74,71,78,76,78,36.0,30+2,30+2,30+2,25+0,27+0,27+0,27+0,25+0,24+2,24+2,24+2,25+2,24+2,24+2,24+2,25+2,24+2,24+2,24+2,24+2,24+2,24+2,26+2,26+2,26+2,24+2,75+1
206561,C. Walton,Christian Timothy Walton,GK,69,71,1200000,17000,29,11/9/1995,195,72,14.0,Championship,94.0,Ipswich Town,SUB,28.0,,1/19/2022,2026.0,14,England,,,Left,2,1,1,Lean (185+),2400000.0,,"Footwork, Cross Claimer",,,,,,,13,17,15,49,18,19,11,11,46,22,37,33,32,65,41,50,57,30,56,14,22,12,8,57,23,43,13,11,14,70,68,66,68,70,35.0,28+2,28+2,28+2,28+0,31+0,31+0,31+0,28+0,34+2,34+2,34+2,31+2,36+2,36+2,36+2,31+2,25+2,31+2,31+2,31+2,25+2,24+2,24+2,24+2,24+2,24+2,68+2
193786,F. Bardi,Francesco Bardi,GK,73,73,1000000,3000,33,1/18/1992,188,80,32.0,Serie B,1843.0,Palermo FC,SUB,22.0,,8/8/2025,2028.0,27,Italy,,,Right,2,1,1,Normal (185+),1600000.0,,"Footwork, Far Reach",,,,,,,18,10,11,31,17,13,14,19,31,12,51,46,48,70,33,53,60,29,54,18,21,10,11,34,21,68,18,13,12,74,71,70,71,74,49.0,27+2,27+2,27+2,26+0,26+0,26+0,26+0,26+0,27+2,27+2,27+2,27+2,26+2,26+2,26+2,27+2,25+2,25+2,25+2,25+2,25+2,25+2,23+2,23+2,23+2,25+2,72+1
223571,Guille Vallejo,Guillermo Vallejo Delgado,GK,65,65,475000,1000,30,4/22/1995,183,72,54.0,La Liga 2,1894.0,AD Ceuta FC,SUB,13.0,,7/30/2024,2026.0,45,Spain,,,Right,3,1,1,Normal (170-185),736000.0,,,,,,,,,21,9,9,26,10,11,25,22,20,17,47,49,37,63,65,47,57,44,55,14,21,24,18,19,24,27,29,20,12,67,65,63,63,64,48.0,26+2,26+2,26+2,24+0,25+0,25+0,25+0,24+0,23+2,23+2,23+2,26+2,24+2,24+2,24+2,26+2,29+2,27+2,27+2,27+2,29+2,29+2,27+2,27+2,27+2,29+2,64+1
273755,H. Nongtdu,Halen Nongtdu,"CB, RB, LB",50,58,100000,500,21,2/2/2004,186,80,2149.0,Super League,113300.0,Mumbai City FC,SUB,95.0,,11/10/2022,2026.0,159,India,,,Right,3,2,1,Normal (185+),155000.0,,,46.0,22.0,28.0,31.0,50.0,59.0,29,16,58,28,20,25,21,29,28,32,37,54,33,51,44,39,65,54,65,16,49,48,21,30,35,36,50,49,47,13,15,12,13,11,,34+2,34+2,34+2,30+0,31+0,31+0,31+0,30+0,29+2,29+2,29+2,32+2,33+2,33+2,33+2,32+2,42+2,42+2,42+2,42+2,42+2,45+2,50+2,50+2,50+2,45+2,17+2
225650,T. King,Thomas Lloyd King,GK,64,64,400000,7000,30,3/9/1995,194,80,13.0,Premier League,7.0,Everton,RES,31.0,,8/15/2025,2027.0,50,Wales,,,Right,3,1,1,Normal (185+),760000.0,,,,,,,,,9,6,18,35,18,8,9,7,43,28,40,44,39,56,57,46,66,32,73,17,23,13,12,45,26,42,15,17,20,64,63,61,63,64,42.0,27+2,27+2,27+2,25+0,27+0,27+0,27+0,25+0,29+2,29+2,29+2,27+2,31+2,31+2,31+2,27+2,25+2,30+2,30+2,30+2,25+2,25+2,28+2,28+2,28+2,25+2,63+1
269955,J. Heekeren,Justin Heekeren,GK,66,74,1600000,2000,24,11/27/2000,196,93,20.0,2. Bundesliga,34.0,FC Schalke 04,SUB,28.0,,7/1/2022,2026.0,21,Germany,,,Right,5,1,1,Normal (185+),2800000.0,,Footwork,,,,,,,11,12,20,43,12,14,14,13,41,18,38,40,36,59,35,54,63,32,70,13,31,12,17,54,11,38,15,12,14,66,58,72,66,71,39.0,29+2,29+2,29+2,26+0,29+0,29+0,29+0,26+0,32+2,32+2,32+2,29+2,33+2,33+2,33+2,29+2,24+2,30+2,30+2,30+2,24+2,24+2,27+2,27+2,27+2,24+2,65+2
255981,Z. Suzuki,Zion Suzuki鈴木 彩艶,GK,74,82,8000000,9000,22,8/21/2002,190,91,31.0,Serie A,50.0,Parma,GK,31.0,,7/15/2024,2029.0,163,Japan,,,Right,3,1,1,Stocky (185+),16000000.0,,"Long Ball Pass, Cross Claimer",,,,,,,12,6,12,21,7,14,13,11,23,11,55,58,59,67,33,53,73,23,78,8,26,7,7,40,18,39,8,16,13,73,72,71,73,76,56.0,26+2,26+2,26+2,24+0,25+0,25+0,25+0,24+0,25+2,25+2,25+2,25+2,23+2,23+2,23+2,25+2,22+2,23+2,23+2,23+2,22+2,23+2,25+2,25+2,25+2,23+2,73+2
172553,J. Lössl,Jonas Bybjerg Lössl,GK,71,71,210000,7000,36,2/1/1989,195,89,1.0,Superliga,1516.0,FC Midtjylland,SUB,1.0,,2/1/2021,2029.0,13,Denmark,,,Right,2,1,1,Normal (185+),273000.0,,"Long Ball Pass, Far Throw, Cross Claimer",,,,,,,13,11,16,33,10,14,13,12,46,19,36,33,32,63,30,51,62,40,69,14,17,20,10,60,11,61,20,13,14,71,73,68,72,70,35.0,27+2,27+2,27+2,25+0,28+0,28+0,28+0,25+0,30+2,30+2,30+2,28+2,34+2,34+2,34+2,28+2,26+2,31+2,31+2,31+2,26+2,25+2,27+2,27+2,27+2,25+2,70+1
203824,R. Matthews,Remi Luke Matthews,GK,63,63,250000,10000,31,2/10/1994,192,78,13.0,Premier League,1799.0,Crystal Palace,SUB,31.0,,7/13/2021,2027.0,14,England,,,Right,3,1,1,Normal (185+),475000.0,,,,,,,,,11,15,15,35,16,22,14,19,39,27,44,47,49,55,39,47,62,29,66,20,24,15,7,39,22,34,12,15,17,64,63,62,62,63,45.0,29+2,29+2,29+2,28+0,29+0,29+0,29+0,28+0,31+2,31+2,31+2,29+2,31+2,31+2,31+2,29+2,25+2,28+2,28+2,28+2,25+2,25+2,26+2,26+2,26+2,25+2,62+1
230749,A. Bukhari,Amin Mohammed Saleh Ahmed Jan Al Bukhariأمين محمد جان بخاري,GK,59,62,210000,2000,28,5/2/1997,194,82,350.0,Pro League,112390.0,Al Fateh,RES,97.0,,8/26/2025,2028.0,183,Saudi Arabia,,,Right,3,1,1,Lean (185+),362000.0,,Far Throw,,,,,,,14,17,15,25,10,13,17,14,24,24,44,48,55,61,65,42,60,36,65,15,21,22,16,51,21,29,24,18,12,60,56,56,57,58,46.0,28+2,28+2,28+2,28+0,29+0,29+0,29+0,28+0,30+2,30+2,30+2,28+2,29+2,29+2,29+2,28+2,27+2,28+2,28+2,28+2,27+2,27+2,28+2,28+2,28+2,27+2,58+2
276839,S. Desplanches,Sebastiano Desplanches,GK,71,81,3600000,2000,22,3/11/2003,189,80,32.0,Serie B,200.0,Pescara,GK,1.0,Palermo FC,,2026.0,27,Italy,,,Right,3,1,1,Normal (185+),,,Cross Claimer,,,,,,,12,7,15,39,8,13,15,15,28,24,21,34,60,65,40,51,57,22,68,6,30,20,8,45,22,48,17,21,22,72,67,68,70,74,26.0,26+2,26+2,26+2,24+0,26+0,26+0,26+0,24+0,29+2,29+2,29+2,25+2,30+2,30+2,30+2,25+2,26+2,31+2,31+2,31+2,26+2,26+2,30+2,30+2,30+2,26+2,70+2
205703,Miguel Bañuz,Miguel Bañuz Antón,GK,64,64,300000,2000,32,6/26/1993,185,78,54.0,La Liga 2,15012.0,Cultural Leonesa,SUB,1.0,,7/17/2023,2026.0,45,Spain,,,Left,2,1,1,Normal (185+),465000.0,,,,,,,,,22,12,17,34,15,12,24,13,32,12,43,45,39,59,54,44,55,44,53,25,26,24,14,27,25,25,17,19,14,66,62,59,64,65,44.0,26+2,26+2,26+2,25+0,25+0,25+0,25+0,25+0,26+2,26+2,26+2,27+2,28+2,28+2,28+2,27+2,28+2,28+2,28+2,28+2,28+2,28+2,27+2,27+2,27+2,28+2,63+1
262076,E. Henriksson,Elmo Henriksson,GK,59,70,450000,2000,22,3/10/2003,198,80,322.0,Veikkausliiga,100325.0,HJK Helsinki,RES,16.0,,1/1/2022,2025.0,17,Finland,,,Right,4,1,1,Lean (185+),1100000.0,,,,,,,,,23,8,20,50,18,15,20,34,49,35,32,30,40,59,36,41,58,23,65,21,37,23,5,42,20,40,11,15,19,59,58,55,56,59,31.0,27+2,27+2,27+2,28+0,28+0,28+0,28+0,28+0,33+2,33+2,33+2,30+2,36+2,36+2,36+2,30+2,28+2,34+2,34+2,34+2,28+2,27+2,29+2,29+2,29+2,27+2,58+2
204513,M. Dupé,Maxime Dupé,GK,74,74,2100000,15000,32,3/4/1993,188,88,16.0,Ligue 1,72.0,OGC Nice,SUB,31.0,,1/28/2024,2026.0,18,France,,,Right,3,1,1,Normal (185+),4000000.0,,,,,,,,,10,10,13,34,10,11,12,11,29,22,48,42,35,66,39,54,68,21,71,11,35,23,11,35,18,58,9,11,11,76,73,72,71,74,46.0,28+2,28+2,28+2,25+0,27+0,27+0,27+0,25+0,27+2,27+2,27+2,26+2,27+2,27+2,27+2,26+2,24+2,28+2,28+2,28+2,24+2,24+2,27+2,27+2,27+2,24+2,73+1
208987,I. Zaid,Ibrahim Zaid Al Malkiإبراهيم زايد,GK,62,62,45000,1000,35,1/22/1990,190,87,350.0,Pro League,113222.0,Al Hazem FC,SUB,23.0,,9/30/2020,2026.0,183,Saudi Arabia,,,Right,3,1,1,Normal (185+),74000.0,,,,,,,,,14,16,19,23,18,12,19,18,28,19,42,48,35,63,33,47,69,35,79,17,23,19,17,52,20,52,12,19,12,63,57,62,61,64,44.0,30+2,30+2,30+2,26+0,28+0,28+0,28+0,26+0,29+2,29+2,29+2,28+2,29+2,29+2,29+2,28+2,25+2,27+2,27+2,27+2,25+2,25+2,28+2,28+2,28+2,25+2,61+1
238186,M. Bułka,Marcin Bułka,GK,79,85,21500000,16000,25,10/4/1999,199,99,350.0,Pro League,131798.0,NEOM SC,RES,99.0,,7/5/2025,2029.0,37,Poland,,,Right,2,1,1,Normal (185+),40900000.0,,Footwork,,,,,,,12,8,10,35,5,13,13,14,33,15,28,25,41,73,28,53,67,37,82,7,25,11,8,49,18,58,15,10,14,79,76,71,79,81,27.0,26+2,26+2,26+2,23+0,25+0,25+0,25+0,23+0,28+2,28+2,28+2,26+2,30+2,30+2,30+2,26+2,24+2,28+2,28+2,28+2,24+2,23+2,26+2,26+2,26+2,23+2,78+2
