transaction_id,year,month,quarter,country,iso3_code,region,platform,game_edition,sales_channel,units_sold,gross_revenue_usd,discount_percentage,new_customers,returning_customers,estimated_active_players,peak_concurrent_players,online_players,story_mode_players,gta_online_players,average_playtime_hours,average_session_length_minutes,holiday_season,major_sale_event,marketing_campaign,customer_rating,review_count,refund_rate_percentage,currency,exchange_rate_to_usd,internet_penetration_percentage,gaming_market_size,population_millions,gdp_per_capita_usd,release_phase,weekend_sales_percentage,weekday_sales_percentage,season,special_event,top_game_category,platform_generation
GTA5-112420,2024,6,2,Indonesia,IDN,Asia,PS5,Criminal Enterprise Starter Pack,Digital,1300,Lost,47.9,424,876,46949,2706,29309,17640,29309,17.1,57.4,0,Steam Summer Sale,1,4.61,21,0.93,IDR,15716.9087,98,116.63,283.26,5848.42,Growth,50.9,49.1,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-106945,2019,9,3,Cambodia,KHM,Asia,PS3,Premium Edition,Digital,63,Lost,27.2,24,39,3061,232,2126,935,2126,14.2,31.7,0,Xbox Sale,1,4.31,3,4.62,KHR,4152.554,98,0.17,16.13,1684.04,Mature,53.2,46.8,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-112723,2024,9,3,Saudi Arabia,SAU,Asia,PS4,Premium Edition,Digital,1598,Lost,53.3,455,1143,45367,4002,31382,13985,31382,17.2,55.4,0,Xbox Sale,1,4.39,16,1.55,SAR,3.7755,98,73.11,34.08,27932.51,Legacy,47.4,52.6,Autumn,Xbox Sale,Action-Adventure,Gen8
GTA5-105509,2018,6,2,Hong Kong,HKG,Asia,PC,Standard Edition,Digital,1247,17208.6,54,647,600,53050,4610,31782,21268,31782,13.2,41,0,Steam Summer Sale,1,4.46,20,3.34,HKD,7.8572,98,23.72,7.64,40418.55,Mature,53.2,46.8,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-106453,2019,4,2,Finland,FIN,Europe,PS4,Premium Edition,Digital,480,8971.2,6.5,192,288,26778,1940,16912,9866,16912,16.6,51.2,0,None,0,4.6,12,3.1,EUR,0.8971,98,15.25,5.78,51524.24,Mature,36.1,63.9,Spring,None,Action-Adventure,Gen8
GTA5-101772,2015,3,1,Greece,GRC,Europe,PS4,Standard Edition,Physical,470,11218.9,40.3,247,223,20873,1436,14684,6189,14684,17.5,44.4,0,PlayStation Sale,1,4.61,12,4.15,EUR,0.8973,98,8.73,11.26,22022.57,Growth,39.6,60.4,Spring,PlayStation Sale,Action-Adventure,Gen8
GTA5-110081,2022,6,2,Colombia,COL,South America,PS5,Premium Edition,Digital,413,Lost,50.2,152,261,17081,913,9858,7223,9858,11.2,48.3,0,Steam Summer Sale,1,4.61,7,2.95,COP,3999.2567,98,15.62,52.1,10413.14,Launch,45.2,54.8,Summer,Steam Summer Sale,Action-Adventure,Gen9
GTA5-108578,2021,2,1,Vietnam,VNM,Asia,Xbox One,Standard Edition,Digital,473,8074.11,14.6,168,305,34151,2864,18846,15305,18846,16.6,48.4,0,None,0,4.5,6,3.11,VND,24440.6565,98,17.9,98.32,3347.22,Legacy,42.3,57.7,Winter,None,Action-Adventure,Gen8
GTA5-103851,2017,1,1,Uruguay,URY,South America,Xbox One,Standard Edition,Physical,196,Lost,49.4,88,108,4355,325,3201,1154,3201,15.3,45,1,New Year Sale,1,4.45,3,3.01,UYU,39.5243,98,0.61,3.55,17965.35,Mature,43.7,56.3,Winter,New Year Sale,Action-Adventure,Gen8
GTA5-107912,2020,7,3,Vietnam,VNM,Asia,Xbox One,Legacy Edition,Digital,611,Lost,36.1,279,332,25358,1505,14809,10549,14809,13.9,47.8,0,Steam Summer Sale,1,4.68,17,2.95,VND,24877.3159,98,17.15,97.7,3226.49,Mature,52.7,47.3,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-103210,2016,6,2,Nepal,NPL,Asia,PC,Standard Edition,Digital,136,2560.88,37.2,68,68,4887,414,2779,2108,2779,12.6,37.3,0,Steam Summer Sale,1,4.78,3,5.61,NPR,132.8903,98,0.27,29.07,970.02,Mature,46.5,53.5,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-114621,2026,5,2,Australia,AUS,Oceania,Xbox Series X|S,Legacy Edition,Digital,2310,18803.4,45.7,570,1740,92368,4911,62735,29633,62735,19.4,52.4,0,Epic Mega Sale,1,4.71,42,2.33,AUD,1.5003,98,280.66,26.61,73244.33,Growth,42.3,57.7,Spring,Epic Mega Sale,Action-Adventure,Gen9
GTA5-112685,2024,9,3,France,FRA,Europe,Xbox One,Standard Edition,Digital,2069,Lost,53.7,548,1521,76162,6431,55870,20292,55870,17,36.6,0,Xbox Sale,1,4.29,18,2.5,EUR,0.9038,98,572.37,74.98,49697.78,Legacy,45.8,54.2,Autumn,Xbox Sale,Action-Adventure,Gen8
GTA5-103347,2016,7,3,South Africa,ZAF,Africa,PC,Standard Edition,Digital,771,Lost,43,416,355,28785,2342,20725,8060,20725,16.7,53.2,0,Steam Summer Sale,1,4.64,21,4.64,ZAR,18.8825,98,25.5,55.07,8040.21,Mature,41.6,58.4,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-101407,2014,11,4,India,IND,Asia,PS3,Standard Edition,Physical,1528,Lost,38.5,941,587,47615,3969,35168,12447,35168,17.2,49.4,1,Black Friday,1,4.63,33,1.59,INR,83.6282,98,249.2,1277.36,1741.84,Growth,51.5,48.5,Autumn,Black Friday,Action-Adventure,Gen7
GTA5-100914,2014,6,2,South Africa,ZAF,Africa,Xbox 360,Legacy Edition,Physical,597,10256.46,42.7,350,247,26621,2128,17285,9336,17285,14.4,49.9,0,Steam Summer Sale,1,4.81,11,4.06,ZAR,18.7784,89.8,23.85,53.83,7692.67,Growth,52.3,47.7,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-110014,2022,5,2,Portugal,PRT,Europe,PC,Standard Edition,Digital,684,Lost,37.7,259,425,27271,1417,17931,9340,17931,16.4,39.3,0,Epic Mega Sale,1,4.43,12,1.42,EUR,0.9118,98,12.16,11.08,24489.09,Legacy,52.4,47.6,Spring,Epic Mega Sale,Action-Adventure,PC
GTA5-114172,2025,12,4,Algeria,DZA,Africa,PC,Standard Edition,Digital,629,Lost,46.4,168,461,16400,1027,10989,5411,10989,17.9,62.2,1,Christmas,1,4.57,10,5.28,DZD,134.6741,98,6.63,43.77,6762.03,Legacy,42.8,57.2,Winter,Christmas,Action-Adventure,PC
GTA5-103657,2016,11,4,Spain,ESP,Europe,PS4,Standard Edition,Physical,2612,Lost,57.6,1358,1254,47727,3489,33523,14204,33523,19,56.9,1,Black Friday,1,4.59,42,3.35,EUR,0.899,98,162.31,49.01,31360.99,Mature,46.8,53.2,Autumn,Black Friday,Action-Adventure,Gen8
GTA5-103765,2016,12,4,Kuwait,KWT,Asia,Xbox 360,Standard Edition,Digital,424,6321.84,50.3,243,181,10371,661,5264,3996,6211,15.2,39,1,Christmas,1,4.51,7,5.75,KWD,0.3147,98,5.84,3.55,51392.9,Mature,41.1,58.9,Winter,Christmas,Action-Adventure,Gen7
GTA5-113027,2024,12,4,Russia,RUS,Europe,PC,Standard Edition,Digital,2785,Lost,30.8,811,1974,58668,4341,34542,24126,34542,17,30.3,1,Christmas,1,4.5,79,3.17,RUB,89.6779,98,280.76,164.05,17827.34,Legacy,47,53,Winter,Christmas,Action-Adventure,PC
GTA5-104504,2017,7,3,Brazil,BRA,South America,Xbox 360,Standard Edition,Digital,764,Lost,48.4,361,403,24605,1692,16876,7729,16876,17.8,45.8,0,Steam Summer Sale,1,4.25,18,3.84,BRL,4.9934,98,246.01,211.14,13003.85,Mature,49.6,50.4,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-101680,2015,2,1,Ghana,GHA,Africa,PS4,Standard Edition,Physical,155,Lost,8.7,82,73,7662,600,4227,3435,4227,12.8,49.9,0,None,0,4.31,3,3.15,GHS,11.9559,98,1.07,26.6,2101.82,Growth,38.2,61.8,Winter,None,Action-Adventure,Gen8
GTA5-114268,2026,1,1,Bahrain,BHR,Asia,PS5,Standard Edition,Digital,670,4140.6,58.8,179,491,17115,1289,9760,7355,9760,12.3,40.5,1,New Year Sale,1,4.6,17,5.7,BHD,0.3767,98,0.91,1.5,27046.21,Growth,51.9,48.1,Winter,New Year Sale,Action-Adventure,Gen9
GTA5-108665,2021,3,1,Bulgaria,BGR,Europe,PS4,Standard Edition,Digital,375,4301.25,42.6,161,214,18898,1254,10731,8167,10731,16.4,46.3,0,PlayStation Sale,1,4.51,10,4.52,BGN,1.7978,98,2.15,7.87,9506.33,Legacy,47.1,52.9,Spring,PlayStation Sale,Action-Adventure,Gen8
GTA5-108654,2021,3,1,Netherlands,NLD,Europe,PC,Standard Edition,Digital,1486,Lost,53.2,653,833,58453,3585,36977,21476,36977,16.7,47.1,0,PlayStation Sale,1,4.82,44,4.13,EUR,0.9004,98,93.09,18.59,55886.7,Legacy,51,49,Spring,PlayStation Sale,Action-Adventure,PC
GTA5-100486,2014,1,1,Germany,DEU,Europe,PS3,Premium Edition,Physical,4785,78043.35,45.6,2738,2047,106788,6443,69127,37661,69127,17.5,51.2,1,New Year Sale,1,4.24,55,1.66,EUR,0.8755,93.6,729.28,81.89,46383.45,Launch,49.7,50.3,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-107277,2019,12,4,India,IND,Asia,PS3,Legacy Edition,Digital,1719,Lost,46,800,919,45016,3115,29823,10370,35191,17.1,49.5,1,Christmas,1,4.38,33,3.67,INR,82.2424,98,360.33,1350.41,2382.38,Mature,39.8,60.2,Winter,Christmas,Action-Adventure,Gen7
GTA5-102341,2015,9,3,Sri Lanka,LKA,Asia,PS4,Premium Edition,Physical,269,Lost,42.5,146,123,6930,487,5135,1795,5135,17.6,46.6,0,Xbox Sale,1,4.65,3,1.81,LKR,324.0802,98,1.24,21.62,3586.49,Growth,40.4,59.6,Autumn,Xbox Sale,Action-Adventure,Gen8
GTA5-107535,2020,3,1,Bangladesh,BGD,Asia,Xbox 360,Standard Edition,Digital,245,Lost,27.8,104,141,8707,780,5152,3555,5152,10.1,46.1,0,PlayStation Sale,1,4.27,3,4.31,BDT,111.3535,98,8.19,169.8,1883.71,Mature,50.6,49.4,Spring,PlayStation Sale,Action-Adventure,Gen7
GTA5-101031,2014,7,3,Kuwait,KWT,Asia,Xbox 360,Standard Edition,Physical,232,Lost,38.5,141,91,14375,886,8527,5848,8527,13.8,48.8,0,Steam Summer Sale,1,4.34,3,1.64,KWD,0.3077,93.4,5.81,3.46,52492.92,Growth,50.6,49.4,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-113974,2025,10,4,Japan,JPN,Asia,PC,Legacy Edition,Digital,2165,28794.5,11.3,565,1600,113496,7001,76784,36712,76784,18.3,62.5,0,None,0,4.72,23,4.77,JPY,149.4782,98,1151.59,146.01,44812.95,Legacy,45.3,54.7,Autumn,None,Action-Adventure,PC
GTA5-104671,2017,9,3,Ghana,GHA,Africa,PS3,Standard Edition,Digital,173,Lost,45.2,76,97,6652,353,4344,2308,4344,11.1,30.8,0,Xbox Sale,1,4.6,3,5.16,GHS,11.938,98,1.25,27.36,2384.1,Mature,53.3,46.7,Autumn,Xbox Sale,Action-Adventure,Gen7
GTA5-111549,2023,9,3,Ethiopia,ETH,Africa,PS4,Standard Edition,Digital,178,Lost,46.5,60,118,10082,842,7383,2699,7383,15,42.1,0,Xbox Sale,1,4.36,3,2.53,ETB,56.8923,98,1.94,107.88,1405.73,Legacy,46.7,53.3,Autumn,Xbox Sale,Action-Adventure,Gen8
GTA5-101625,2015,1,1,Romania,ROU,Europe,PS3,Criminal Enterprise Starter Pack,Physical,711,Lost,38.9,405,306,15530,1290,9743,5787,9743,15.5,36.4,1,New Year Sale,1,4.55,20,3.81,RON,4.5039,98,8.5,19.93,10255.02,Growth,41.5,58.5,Winter,New Year Sale,Action-Adventure,Gen7
GTA5-100935,2014,6,2,New Zealand,NZL,Oceania,Xbox 360,Standard Edition,Physical,831,Lost,41,459,372,23292,1750,15178,8114,15178,16.4,50.6,0,Steam Summer Sale,1,4.49,17,2.8,NZD,1.6466,96.9,10.87,4.47,42219.36,Growth,49.5,50.5,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-114531,2026,4,2,Croatia,HRV,Europe,PS5,Standard Edition,Digital,358,Lost,23.9,92,266,18157,926,12260,5897,12260,15.4,44.9,0,None,0,4.59,5,3.38,EUR,0.8947,98,2.26,4.86,18200.17,Growth,54.7,45.3,Spring,None,Action-Adventure,Gen9
GTA5-107397,2020,1,1,United Kingdom,GBR,Europe,PS4,Premium Edition,Digital,3281,40651.59,38,1300,1981,87774,7464,55725,32049,55725,15.9,49.3,1,New Year Sale,1,4.48,62,3.5,GBP,0.7802,98,562.85,69.09,46287.33,Mature,53.3,46.7,Winter,New Year Sale,Action-Adventure,Gen8
GTA5-110369,2022,9,3,United States,USA,North America,PS4,Legacy Edition,Digital,4914,55872.18,43.1,1615,3299,182590,11958,122384,60206,122384,18.7,58.8,0,Xbox Sale,1,4.52,45,0.1,USD,1.0013,98,6982.57,351.25,62122.55,Legacy,41.4,58.6,Autumn,Xbox Sale,Action-Adventure,Gen8
GTA5-105815,2018,9,3,Nepal,NPL,Asia,PC,Premium Edition,Digital,108,2244.24,30.7,53,55,6093,332,3526,2567,3526,12.4,40.1,0,Xbox Sale,1,4.49,3,4.38,NPR,131.8604,98,0.33,29.79,1161.44,Mature,45.4,54.6,Autumn,Xbox Sale,Action-Adventure,PC
GTA5-104774,2017,10,4,Ethiopia,ETH,Africa,PS4,Standard Edition,Digital,141,Lost,4.5,64,77,4999,360,3344,1655,3344,11.3,43.6,0,None,0,4.48,3,3.32,ETB,55.7674,98,1.21,101.12,931.45,Mature,54.2,45.8,Autumn,None,Action-Adventure,Gen8
GTA5-106043,2018,11,4,Uruguay,URY,South America,Xbox 360,Standard Edition,Digital,167,1633.26,51.1,86,81,3500,242,2500,1000,2500,14.6,49.4,1,Black Friday,1,4.46,3,4.04,UYU,39.92,98,0.64,3.62,18276.39,Mature,46.3,53.7,Autumn,Black Friday,Action-Adventure,Gen7
GTA5-112726,2024,9,3,Sri Lanka,LKA,Asia,PC,Standard Edition,Digital,372,Lost,42.9,105,267,14039,986,9186,4853,9186,14.9,41.3,0,Xbox Sale,1,4.55,7,6.29,LKR,314.3828,98,1.78,23.86,4662,Legacy,41,59,Autumn,Xbox Sale,Action-Adventure,PC
GTA5-114729,2026,6,2,Serbia,SRB,Europe,PC,Standard Edition,Digital,668,4956.56,50.5,153,515,19807,1614,11835,7972,11835,14.6,39.5,0,Steam Summer Sale,1,4.43,16,5.94,RSD,104.5106,98,2.04,8.34,8485.93,Legacy,39,61,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-105197,2018,3,1,Spain,ESP,Europe,PS3,Premium Edition,Digital,1170,15128.1,56.9,524,646,30172,2645,20675,9497,20675,14.1,51.7,0,PlayStation Sale,1,4.61,10,4.86,EUR,0.8981,98,170.28,49.73,32424.88,Mature,46,54,Spring,PlayStation Sale,Action-Adventure,Gen7
GTA5-113047,2024,12,4,United States,USA,North America,Xbox Series X|S,Premium Edition,Digital,5864,34890.8,60.3,1836,4028,212143,11120,139083,73060,139083,22.1,43.3,1,Christmas,1,4.62,147,5.06,USD,1.017,98,7416.86,360,64382.46,Growth,44,56,Winter,Christmas,Action-Adventure,Gen9
GTA5-102731,2016,1,1,Cambodia,KHM,Asia,PS4,Legacy Edition,Physical,84,Lost,47.4,45,39,3245,257,2325,920,2325,12.1,50.9,1,New Year Sale,1,4.49,3,2.37,KHR,4106.4904,98,0.13,15.5,1311.65,Mature,45.6,54.4,Winter,New Year Sale,Action-Adventure,Gen8
GTA5-104867,2017,11,4,Greece,GRC,Europe,PS4,Standard Edition,Digital,720,15976.8,44.5,319,401,16572,1055,11169,5403,11169,16.5,40.1,1,Black Friday,1,4.36,14,1.7,EUR,0.9005,98,9.29,11.6,22755.2,Mature,37.5,62.5,Autumn,Black Friday,Action-Adventure,Gen8
GTA5-102752,2016,1,1,Croatia,HRV,Europe,PS4,Standard Edition,Physical,449,Lost,42.5,241,208,17779,1196,12897,4882,12897,15.2,42.2,1,New Year Sale,1,4.32,10,3.73,EUR,0.8939,98,1.64,4.34,14718.26,Mature,43.9,56.1,Winter,New Year Sale,Action-Adventure,Gen8
GTA5-104608,2017,8,3,Ecuador,ECU,South America,PC,Criminal Enterprise Starter Pack,Digital,145,Lost,63.9,64,81,5184,427,3299,1885,3299,13.6,61,0,Rockstar Sale,1,4.59,3,5.26,USD,1.0077,98,1.12,16.82,6925.82,Mature,39.4,60.6,Summer,Rockstar Sale,Action-Adventure,PC
GTA5-102163,2015,7,3,Iraq,IRQ,Asia,PC,Legacy Edition,Digital,255,Lost,60,155,100,12514,1027,7735,4779,7735,16.7,48.6,0,Steam Summer Sale,1,4.48,5,4.25,IQD,1321.5826,98,4.48,34.94,6682.26,Growth,35.1,64.9,Summer,Steam Summer Sale,Action-Adventure,PC
GTA5-103789,2016,12,4,Taiwan,TWN,Asia,PC,Premium Edition,Digital,2176,Lost,49.4,1022,1154,50665,2376,31291,13946,36923,16.2,46.6,1,Christmas,1,4.71,19,3.63,TWD,31.2249,98,49.31,24.01,22919.89,Mature,45.3,54.7,Winter,Christmas,Action-Adventure,PC
GTA5-102656,2015,12,4,Singapore,SGP,Asia,Xbox One,Standard Edition,Physical,736,Lost,37.2,358,378,28969,1677,17838,8028,21048,16.5,41.5,1,Christmas,1,4.49,9,1.34,SGD,1.3303,98,20.57,5.58,57601.48,Mature,39.5,60.5,Winter,Christmas,Action-Adventure,Gen8
GTA5-100636,2014,3,1,Bahrain,BHR,Asia,PS3,Standard Edition,Physical,367,Lost,27.7,231,136,10085,651,5633,4452,5633,12.9,31.3,0,PlayStation Sale,1,4.55,6,3.81,BHD,0.3759,98,0.73,1.32,24819.32,Launch,45.9,54.1,Spring,PlayStation Sale,Action-Adventure,Gen7
GTA5-110039,2022,5,2,Hong Kong,HKG,Asia,PC,Standard Edition,Digital,1041,14501.13,30.3,416,625,56610,3330,40705,15905,40705,19.1,51.2,0,Epic Mega Sale,1,4.51,18,3.52,HKD,7.8608,98,25.02,7.97,40871.32,Legacy,43.8,56.2,Spring,Epic Mega Sale,Action-Adventure,PC
GTA5-107331,2020,1,1,Thailand,THA,Asia,PS4,Standard Edition,Digital,1168,Lost,53.3,558,610,38157,2645,26514,11643,26514,18.3,57.1,1,New Year Sale,1,4.48,27,3.38,THB,35.9206,98,34.46,72.33,7444.6,Mature,43.7,56.3,Winter,New Year Sale,Action-Adventure,Gen8
GTA5-109874,2022,3,1,Russia,RUS,Europe,Xbox Series X|S,Standard Edition,Digital,1222,10631.4,56.5,402,820,46263,3652,28196,13111,33271,12.9,50.4,0,PlayStation Sale,1,4.32,34,5.44,RUB,89.1763,98,264.95,159.19,17337.28,Launch,50.8,49.2,Spring,PlayStation Sale,Action-Adventure,Gen9
GTA5-110523,2022,10,4,Nepal,NPL,Asia,PS4,Premium Edition,Digital,90,Lost,13.9,30,60,6876,442,4100,2776,4100,14.2,44.3,0,None,0,4.28,3,0.91,NPR,132.267,98,0.45,31.15,1497.89,Legacy,50.7,49.3,Autumn,None,Action-Adventure,Gen8
GTA5-106980,2019,9,3,Georgia,GEO,Asia,Xbox One,Standard Edition,Digital,159,Lost,32.6,61,98,6788,361,4432,2356,4432,14,47,0,Xbox Sale,1,4.54,3,1.8,GEL,2.7076,98,0.36,3.98,5717.77,Mature,47.1,52.9,Autumn,Xbox Sale,Action-Adventure,Gen8
GTA5-100364,2013,12,4,Morocco,MAR,Africa,PS3,Premium Edition,Physical,677,Lost,55.1,436,241,19184,1470,13389,5795,13389,16.7,49.8,1,Christmas,1,4.55,17,5.37,MAD,10.0194,73.6,3.22,33.33,3349.97,Launch,45.3,54.7,Winter,Christmas,Action-Adventure,Gen7
GTA5-112922,2024,11,4,Ethiopia,ETH,Africa,PC,Standard Edition,Digital,514,Lost,43.8,154,360,10342,587,6307,4035,6307,15.3,53.6,1,Black Friday,1,4.69,14,0.6,ETB,54.8518,98,2.08,109.27,1489.85,Legacy,46.4,53.6,Autumn,Black Friday,Action-Adventure,PC
GTA5-112257,2024,4,2,Azerbaijan,AZE,Asia,Xbox One,Legacy Edition,Digital,186,Lost,20.9,51,135,13400,1170,9607,3793,9607,15,48.5,0,None,0,4.46,3,0.1,AZN,1.6949,98,1.97,10.74,9543.13,Legacy,56.6,43.4,Spring,None,Action-Adventure,Gen8
GTA5-108389,2020,12,4,Jordan,JOR,Asia,Xbox One,Premium Edition,Digital,247,Lost,42.7,96,151,9709,630,5674,4035,5674,12.7,40.7,1,Christmas,1,4.54,6,2.53,JOD,0.7107,98,0.73,7.09,5331.94,Legacy,37.3,62.7,Winter,Christmas,Action-Adventure,Gen8
GTA5-105305,2018,4,2,Ghana,GHA,Africa,Xbox One,Standard Edition,Digital,130,Lost,18.3,58,72,9942,604,6766,3176,6766,17.2,44,0,None,0,4.57,3,3.68,GHS,12.2038,98,1.28,27.54,2424.74,Mature,45.7,54.3,Spring,None,Action-Adventure,Gen8
GTA5-108365,2020,12,4,Spain,ESP,Europe,Xbox One,Premium Edition,Digital,1684,Lost,58.4,659,1025,50026,4196,35477,14549,35477,13.8,51.3,1,Christmas,1,4.79,15,3.97,EUR,0.9002,98,181.51,51.25,33538.33,Legacy,45,55,Winter,Christmas,Action-Adventure,Gen8
GTA5-105430,2018,5,2,Bahrain,BHR,Asia,Xbox 360,Premium Edition,Digital,190,2639.1,53.7,90,100,7095,396,5257,1838,5257,15.5,56.4,0,Epic Mega Sale,1,4.81,3,3.37,BHD,0.3789,98,0.81,1.38,26203.77,Mature,46,54,Spring,Epic Mega Sale,Action-Adventure,Gen7
GTA5-109716,2022,2,1,Italy,ITA,Europe,PC,Standard Edition,Digital,1042,17057.54,18.1,397,645,82972,5251,47926,35046,47926,15.8,44.6,0,None,0,4.66,10,2.37,EUR,0.8893,98,292.96,66.27,39471.19,Legacy,51.3,48.7,Winter,None,Action-Adventure,PC
GTA5-104697,2017,9,3,United States,USA,North America,PC,Premium Edition,Digital,4192,69503.36,44.7,1973,2219,186727,10684,137219,49508,137219,17.9,60,0,Xbox Sale,1,4.7,70,4.32,USD,1.0055,98,6161.72,332.55,57902.22,Mature,40,60,Autumn,Xbox Sale,Action-Adventure,PC
GTA5-113142,2025,1,1,Austria,AUT,Europe,PS5,Legacy Edition,Digital,1087,Lost,35.2,278,809,35721,2477,21888,13833,21888,15.1,33.9,1,New Year Sale,1,4.67,30,3.41,EUR,0.9079,98,28.01,9.69,53130.57,Growth,46.4,53.6,Winter,New Year Sale,Action-Adventure,Gen9
GTA5-102205,2015,7,3,Uruguay,URY,South America,Xbox One,Standard Edition,Physical,79,1730.89,45.2,49,30,4608,347,2573,2035,2573,14.9,41.3,0,Steam Summer Sale,1,4.57,3,4.01,UYU,39.9654,98,0.57,3.49,17159.17,Growth,47.7,52.3,Summer,Steam Summer Sale,Action-Adventure,Gen8
GTA5-100366,2013,12,4,Ireland,IRL,Europe,PS3,Premium Edition,Physical,904,Lost,42.4,578,326,25272,1865,18787,6485,18787,18.4,49.3,1,Christmas,1,4.5,18,0.73,EUR,0.8869,90.8,10.78,4.65,48298.46,Launch,42.8,57.2,Winter,Christmas,Action-Adventure,Gen7
GTA5-100324,2013,12,4,Belgium,BEL,Europe,Xbox 360,Legacy Edition,Physical,1093,Lost,51.1,645,448,27843,1866,20830,7013,20830,17.4,61.1,1,Christmas,1,4.51,21,3.98,EUR,0.8927,90.8,30.12,11.11,44591.4,Launch,48.7,51.3,Winter,Christmas,Action-Adventure,Gen7
GTA5-111141,2023,5,2,France,FRA,Europe,PS5,Premium Edition,Digital,1901,16519.69,42,581,1320,77766,4658,55238,22528,55238,19.7,48.7,0,Epic Mega Sale,1,4.59,32,2.32,EUR,0.902,98,552.18,73.9,48645.47,Growth,52,48,Spring,Epic Mega Sale,Action-Adventure,Gen9
GTA5-102252,2015,8,3,China,CHN,Asia,Xbox One,Standard Edition,Physical,1775,Lost,33.6,1015,760,100424,7011,68450,31974,68450,19.5,55,0,Rockstar Sale,1,4.47,44,4.58,CNY,7.1602,98,2542.76,1425.73,8574.41,Growth,44.2,55.8,Summer,Rockstar Sale,Action-Adventure,Gen8
GTA5-102969,2016,3,1,Mexico,MEX,North America,Xbox One,Premium Edition,Physical,728,19211.92,34,413,315,35090,2558,25945,9145,25945,18.7,45.3,0,PlayStation Sale,1,4.65,13,4.62,MXN,18.4413,98,105.76,126.3,11894.85,Mature,45.3,54.7,Spring,PlayStation Sale,Action-Adventure,Gen8
GTA5-109234,2021,9,3,Sweden,SWE,Europe,PC,Criminal Enterprise Starter Pack,Digital,1080,12474,42.2,418,662,58265,4844,33148,25117,33148,20.3,58.7,0,Xbox Sale,1,4.75,31,4.31,SEK,10.4944,98,48.19,10.55,64889.01,Legacy,44.4,55.6,Autumn,Xbox Sale,Action-Adventure,PC
GTA5-113136,2025,1,1,Vietnam,VNM,Asia,PS4,Legacy Edition,Digital,1325,Lost,36.9,350,975,37270,3330,20703,16567,20703,12.6,48.8,1,New Year Sale,1,4.59,26,1.72,VND,24579.037,98,22.51,102.63,4031.99,Legacy,43.6,56.4,Winter,New Year Sale,Action-Adventure,Gen8
GTA5-110030,2022,5,2,Armenia,ARM,Asia,Xbox Series X|S,Standard Edition,Digital,156,Lost,36.3,49,107,6294,375,4525,1769,4525,15.5,43.2,0,Epic Mega Sale,1,4.8,3,2.03,AMD,400.0143,98,0.23,3.21,5485.59,Launch,48,52,Spring,Epic Mega Sale,Action-Adventure,Gen9
GTA5-101466,2014,12,4,Myanmar,MMR,Asia,Xbox One,Standard Edition,Physical,190,4246.5,44.1,106,84,4836,432,3489,1347,3489,12.9,49,1,Christmas,1,4.45,3,1.52,MMK,2072.5636,98,0.72,54.12,1387.43,Growth,45.3,54.7,Winter,Christmas,Action-Adventure,Gen8
GTA5-100291,2013,12,4,Argentina,ARG,South America,Xbox 360,Premium Edition,Physical,719,13301.5,38.3,397,322,20825,1458,15047,5778,15047,17.4,47.7,1,Christmas,1,4.33,17,5.01,ARS,349.3012,78.8,24.08,42.42,14785.23,Launch,46.8,53.2,Winter,Christmas,Action-Adventure,Gen7
GTA5-107640,2020,4,2,Kazakhstan,KAZ,Asia,PS3,Premium Edition,Digital,115,Lost,15.8,45,70,13101,1059,7986,5115,7986,12.7,35,0,None,0,4.45,3,2.66,KZT,456.8183,98,8.15,18.4,15387.19,Mature,44.7,55.3,Spring,None,Action-Adventure,Gen7
GTA5-109613,2022,1,1,United Kingdom,GBR,Europe,PC,Criminal Enterprise Starter Pack,Digital,4241,47456.79,44,1688,2553,105907,7855,79017,26890,79017,19.1,54.4,1,New Year Sale,1,4.46,75,3.55,GBP,0.7743,98,584.86,70.62,47055.44,Legacy,46,54,Winter,New Year Sale,Action-Adventure,PC
GTA5-102032,2015,6,2,Switzerland,CHE,Europe,Xbox 360,Standard Edition,Physical,615,Lost,50.3,333,282,20786,1580,14562,6224,14562,16.1,50.9,0,Steam Summer Sale,1,4.55,13,3.47,CHF,0.8798,98,45.87,8.32,86149.39,Growth,53.2,46.8,Summer,Steam Summer Sale,Action-Adventure,Gen7
GTA5-103135,2016,5,2,Israel,ISR,Asia,PC,Standard Edition,Digital,759,10360.35,54.5,419,340,32056,2423,20196,11860,20196,19.9,53.4,0,Epic Mega Sale,1,4.38,15,4.16,ILS,3.6408,98,18.45,8.4,38139.52,Mature,54.4,45.6,Spring,Epic Mega Sale,Action-Adventure,PC
